id	eg_source	eg_title	eg_link	json
289	pinterest	Weed, the People.	http://massvis.mit.edu/	{'id':289,'eg_title':Weed, the People.,'eg_source':pinterest,'eg_link':http://massvis.mit.edu/}
290	visually	Hamburgers: America's Favorate, By the Numbers	http://massvis.mit.edu/	{'id':290,'eg_title':Hamburgers: America's Favorate, By the Numbers,'eg_source':visually,'eg_link':http://massvis.mit.edu/}
291	visually	Food Profiles Of Self-Described Liberals Vs. Conservatives	http://massvis.mit.edu/	{'id':291,'eg_title':Food Profiles Of Self-Described Liberals Vs. Conservatives,'eg_source':visually,'eg_link':http://massvis.mit.edu/}
292	dailyinfographic	One Nation Under Hops	http://massvis.mit.edu/	{'id':292,'eg_title':One Nation Under Hops,'eg_source':dailyinfographic,'eg_link':http://massvis.mit.edu/}
293	dailyinfographic	A Simple Timeline of China��s Economic Development	http://massvis.mit.edu/	{'id':293,'eg_title':A Simple Timeline of China��s Economic Development,'eg_source':dailyinfographic,'eg_link':http://massvis.mit.edu/}
294	dailyinfographic	Breaking Dad	http://massvis.mit.edu/	{'id':294,'eg_title':Breaking Dad,'eg_source':dailyinfographic,'eg_link':http://massvis.mit.edu/}
295	dailyinfographic	Marvel Characters With The Highest Film Kill Counts	http://massvis.mit.edu/	{'id':295,'eg_title':Marvel Characters With The Highest Film Kill Counts,'eg_source':dailyinfographic,'eg_link':http://massvis.mit.edu/}
296	dailyinfographic	Where Are You Most Likely To Spot UFOs?	http://massvis.mit.edu/	{'id':296,'eg_title':Where Are You Most Likely To Spot UFOs?,'eg_source':dailyinfographic,'eg_link':http://massvis.mit.edu/}
297	dailyinfographic	What Do The Happiest Countries Have In Common?	http://massvis.mit.edu/	{'id':297,'eg_title':What Do The Happiest Countries Have In Common?,'eg_source':dailyinfographic,'eg_link':http://massvis.mit.edu/}
298	dailyinfographic	The 20 Most Populous Cities In The World, Ranked	http://massvis.mit.edu/	{'id':298,'eg_title':The 20 Most Populous Cities In The World, Ranked,'eg_source':dailyinfographic,'eg_link':http://massvis.mit.edu/}
299	behance	21st - Century Exodus	http://massvis.mit.edu/	{'id':299,'eg_title':21st - Century Exodus,'eg_source':behance,'eg_link':http://massvis.mit.edu/}
300	behance	Techlash? America's Growing Concern with Major Technology Companies	http://massvis.mit.edu/	{'id':300,'eg_title':Techlash? America's Growing Concern with Major Technology Companies,'eg_source':behance,'eg_link':http://massvis.mit.edu/}
301	behance	Techlash? America's Growing Concern with Major Technology Companies	http://massvis.mit.edu/	{'id':301,'eg_title':Techlash? America's Growing Concern with Major Technology Companies,'eg_source':behance,'eg_link':http://massvis.mit.edu/}
302	behance	Tiere In Zahlen	http://massvis.mit.edu/	{'id':302,'eg_title':Tiere In Zahlen,'eg_source':behance,'eg_link':http://massvis.mit.edu/}
303	behance	Tiere In Zahlen	http://massvis.mit.edu/	{'id':303,'eg_title':Tiere In Zahlen,'eg_source':behance,'eg_link':http://massvis.mit.edu/}
304	postgraphics	Colleges want students to get a coronavirus vaccine. But they��re split on requiring the shots	http://massvis.mit.edu/	{'id':304,'eg_title':Colleges want students to get a coronavirus vaccine. But they��re split on requiring the shots,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
305	postgraphics	2020 was the deadliest gun violence year in decades. So far, 2021 is worse.	http://massvis.mit.edu/	{'id':305,'eg_title':2020 was the deadliest gun violence year in decades. So far, 2021 is worse.,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
306	postgraphics	2020 was the deadliest gun violence year in decades. So far, 2021 is worse.	http://massvis.mit.edu/	{'id':306,'eg_title':2020 was the deadliest gun violence year in decades. So far, 2021 is worse.,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
307	postgraphics	2020 was the deadliest gun violence year in decades. So far, 2021 is worse.	http://massvis.mit.edu/	{'id':307,'eg_title':2020 was the deadliest gun violence year in decades. So far, 2021 is worse.,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
308	postgraphics	2020 was the deadliest gun violence year in decades. So far, 2021 is worse.	http://massvis.mit.edu/	{'id':308,'eg_title':2020 was the deadliest gun violence year in decades. So far, 2021 is worse.,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
309	postgraphics	The Technology 202: Biden administration full of officials who worked for prominent tech companies	http://massvis.mit.edu/	{'id':309,'eg_title':The Technology 202: Biden administration full of officials who worked for prominent tech companies,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
310	postgraphics	Colleges want students to get a coronavirus vaccine. But they��re split on requiring the shots	http://massvis.mit.edu/	{'id':310,'eg_title':Colleges want students to get a coronavirus vaccine. But they��re split on requiring the shots,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
311	postgraphics	Biden nominated as many minority women to be judges in four months as Trump had confirmed in four years	http://massvis.mit.edu/	{'id':311,'eg_title':Biden nominated as many minority women to be judges in four months as Trump had confirmed in four years,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
312	postgraphics	Anatomy of Japan��s joyless Olympics: A hyper-cautious bureaucracy and slow vaccine rollout	http://massvis.mit.edu/	{'id':312,'eg_title':Anatomy of Japan��s joyless Olympics: A hyper-cautious bureaucracy and slow vaccine rollout,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
313	postgraphics	Covid pushed millions worldwide from the middle class to poverty. One man is trying to work his way back	http://massvis.mit.edu/	{'id':313,'eg_title':Covid pushed millions worldwide from the middle class to poverty. One man is trying to work his way back,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
314	postgraphics	Concerns about missing work may be a barrier to coronavirus vaccination	http://massvis.mit.edu/	{'id':314,'eg_title':Concerns about missing work may be a barrier to coronavirus vaccination,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
315	postgraphics	Rio police were ordered to limit favela raids during the pandemic. They��re still killing hundreds of people.	http://massvis.mit.edu/	{'id':315,'eg_title':Rio police were ordered to limit favela raids during the pandemic. They��re still killing hundreds of people.,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
316	postgraphics	Which States Have Become America's Place to Be	http://massvis.mit.edu/	{'id':316,'eg_title':Which States Have Become America's Place to Be,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
317	postgraphics	NOAA unveils new U.S. climate ��normals�� that are warmer than ever	http://massvis.mit.edu/	{'id':317,'eg_title':NOAA unveils new U.S. climate ��normals�� that are warmer than ever,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
318	postgraphics	Joe Biden has picked 341 nominees to fill key roles in his administration so far	http://massvis.mit.edu/	{'id':318,'eg_title':Joe Biden has picked 341 nominees to fill key roles in his administration so far,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
319	postgraphics	2020 Census shows U.S. population grew at slowest pace since the 1930s	http://massvis.mit.edu/	{'id':319,'eg_title':2020 Census shows U.S. population grew at slowest pace since the 1930s,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
320	postgraphics	Here��s just how unequal the global coronavirus vaccine rollout has been	http://massvis.mit.edu/	{'id':320,'eg_title':Here��s just how unequal the global coronavirus vaccine rollout has been,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
321	postgraphics	India's Covid Surge is Bringing its  Healthcare system to the Brink	http://massvis.mit.edu/	{'id':321,'eg_title':India's Covid Surge is Bringing its  Healthcare system to the Brink,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
322	postgraphics	Weekday Rail Commuting Peaks Soften Amid the Pandemic	http://massvis.mit.edu/	{'id':322,'eg_title':Weekday Rail Commuting Peaks Soften Amid the Pandemic,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
323	postgraphics	Smallest Ridership in Predominantly Black and Hispanic Communities	http://massvis.mit.edu/	{'id':323,'eg_title':Smallest Ridership in Predominantly Black and Hispanic Communities,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
324	postgraphics	Decline in Ridership on Metrorail	http://massvis.mit.edu/	{'id':324,'eg_title':Decline in Ridership on Metrorail,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
325	postgraphics	Biden's Circuit Court Nominees	http://massvis.mit.edu/	{'id':325,'eg_title':Biden's Circuit Court Nominees,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
326	postgraphics	Vessel Traffic at the Sues Canal After Blockage	http://massvis.mit.edu/	{'id':326,'eg_title':Vessel Traffic at the Sues Canal After Blockage,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
327	postgraphics	Unaccompanied Minors in HHS Custody by Month	http://massvis.mit.edu/	{'id':327,'eg_title':Unaccompanied Minors in HHS Custody by Month,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
328	postgraphics	Russia, Turkey Are Sending Fighters and Weapons into Libya, Dashing Hopes For Freedom and Democracy Prompted by Arab Spring	http://massvis.mit.edu/	{'id':328,'eg_title':Russia, Turkey Are Sending Fighters and Weapons into Libya, Dashing Hopes For Freedom and Democracy Prompted by Arab Spring,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
329	postgraphics	500,000 Coronavirus Deaths Visualized: A Number Almost Too Large to Grasp	http://massvis.mit.edu/	{'id':329,'eg_title':500,000 Coronavirus Deaths Visualized: A Number Almost Too Large to Grasp,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
330	postgraphics	Who talked the most during Trump��s second impeachment trial	http://massvis.mit.edu/	{'id':330,'eg_title':Who talked the most during Trump��s second impeachment trial,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
331	postgraphics	Biden Cabinet Secretaries' Comfirmation So Far	http://massvis.mit.edu/	{'id':331,'eg_title':Biden Cabinet Secretaries' Comfirmation So Far,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
332	postgraphics	Mexico's Disappeared Since 2006	http://massvis.mit.edu/	{'id':332,'eg_title':Mexico's Disappeared Since 2006,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
333	postgraphics	Counties Where Turnout Increased At Least Seven Percentage Points	http://massvis.mit.edu/	{'id':333,'eg_title':Counties Where Turnout Increased At Least Seven Percentage Points,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
334	postgraphics	20 million Americans didn��t vote in 2016��s closest battlegrounds	http://massvis.mit.edu/	{'id':334,'eg_title':20 million Americans didn��t vote in 2016��s closest battlegrounds,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
335	postgraphics	Segregated from opportunity	http://massvis.mit.edu/	{'id':335,'eg_title':Segregated from opportunity,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
336	postgraphics	Major Remittance Flows Across the Globe	http://massvis.mit.edu/	{'id':336,'eg_title':Major Remittance Flows Across the Globe,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
337	postgraphics	Major Remittance Flows to India in 2019	http://massvis.mit.edu/	{'id':337,'eg_title':Major Remittance Flows to India in 2019,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
338	postgraphics	The volume has been turned up on everything��: Pandemic places alarming pressure on transgender mental health	http://massvis.mit.edu/	{'id':338,'eg_title':The volume has been turned up on everything��: Pandemic places alarming pressure on transgender mental health,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
339	postgraphics	Covid-19's Toll Felt Around The Country as Deaths Reach 150,000	http://massvis.mit.edu/	{'id':339,'eg_title':Covid-19's Toll Felt Around The Country as Deaths Reach 150,000,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
340	postgraphics	Covid-19 Continues to Cause 1 out of Every 5 Deaths Among Hispanic and Native Americans	http://massvis.mit.edu/	{'id':340,'eg_title':Covid-19 Continues to Cause 1 out of Every 5 Deaths Among Hispanic and Native Americans,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
341	postgraphics	Spike Protein Mutation Takes Over	http://massvis.mit.edu/	{'id':341,'eg_title':Spike Protein Mutation Takes Over,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
342	postgraphics	Where Cases Are Spiking	http://massvis.mit.edu/	{'id':342,'eg_title':Where Cases Are Spiking,'eg_source':postgraphics,'eg_link':http://massvis.mit.edu/}
343	visme	Marketing Budget	http://massvis.mit.edu/	{'id':343,'eg_title':Marketing Budget,'eg_source':visme,'eg_link':http://massvis.mit.edu/}
344	visme	Computer Sales	http://massvis.mit.edu/	{'id':344,'eg_title':Computer Sales,'eg_source':visme,'eg_link':http://massvis.mit.edu/}
345	visme	Website Visitor Trend	http://massvis.mit.edu/	{'id':345,'eg_title':Website Visitor Trend,'eg_source':visme,'eg_link':http://massvis.mit.edu/}
346	infogram	Gunnison Valley Economic Recovery Dashboard	http://massvis.mit.edu/	{'id':346,'eg_title':Gunnison Valley Economic Recovery Dashboard,'eg_source':infogram,'eg_link':http://massvis.mit.edu/}
347	infogram	Gunnison Valley Economic Recovery Dashboard	http://massvis.mit.edu/	{'id':347,'eg_title':Gunnison Valley Economic Recovery Dashboard,'eg_source':infogram,'eg_link':http://massvis.mit.edu/}
348	infogram	Gunnison Valley Economic Recovery Dashboard	http://massvis.mit.edu/	{'id':348,'eg_title':Gunnison Valley Economic Recovery Dashboard,'eg_source':infogram,'eg_link':http://massvis.mit.edu/}
349	infogram	Statsministerens nytt?rstale	http://massvis.mit.edu/	{'id':349,'eg_title':Statsministerens nytt?rstale,'eg_source':infogram,'eg_link':http://massvis.mit.edu/}
350	nyt	Japan's Low Vaccination Rate	http://massvis.mit.edu/	{'id':350,'eg_title':Japan's Low Vaccination Rate,'eg_source':nyt,'eg_link':http://massvis.mit.edu/}
351	nyt	A History of the Detainee Population	http://massvis.mit.edu/	{'id':351,'eg_title':A History of the Detainee Population,'eg_source':nyt,'eg_link':http://massvis.mit.edu/}
352	nyt	Propotion of Infrastructure and Family Plan	http://massvis.mit.edu/	{'id':352,'eg_title':Propotion of Infrastructure and Family Plan,'eg_source':nyt,'eg_link':http://massvis.mit.edu/}
353	nyt	Congressional Seats Awarded to Each State From the 2020 Cencus	http://massvis.mit.edu/	{'id':353,'eg_title':Congressional Seats Awarded to Each State From the 2020 Cencus,'eg_source':nyt,'eg_link':http://massvis.mit.edu/}
354	nyt	Breaking News: Gonzaga edged UCLA, 93-90, and will play Baylor for the national title	http://massvis.mit.edu/	{'id':354,'eg_title':Breaking News: Gonzaga edged UCLA, 93-90, and will play Baylor for the national title,'eg_source':nyt,'eg_link':http://massvis.mit.edu/}
355	propublica	How sports owners pay less taxes than athletes	http://massvis.mit.edu/	{'id':355,'eg_title':How sports owners pay less taxes than athletes,'eg_source':propublica,'eg_link':http://massvis.mit.edu/}
356	washingtonpost	How Big Tech got so big:Hundreds of acquisitions	http://massvis.mit.edu/	{'id':356,'eg_title':How Big Tech got so big:Hundreds of acquisitions,'eg_source':washingtonpost,'eg_link':http://massvis.mit.edu/}
357	flowingdata	A Diagram of All the Batteries	http://massvis.mit.edu/	{'id':357,'eg_title':A Diagram of All the Batteries,'eg_source':flowingdata,'eg_link':http://massvis.mit.edu/}
358	flowingdata	Most Common Family Types in America	http://massvis.mit.edu/	{'id':358,'eg_title':Most Common Family Types in America,'eg_source':flowingdata,'eg_link':http://massvis.mit.edu/}
359	flowingdata	Top Brewery Road Trip, Routed Algorithmically	http://massvis.mit.edu/	{'id':359,'eg_title':Top Brewery Road Trip, Routed Algorithmically,'eg_source':flowingdata,'eg_link':http://massvis.mit.edu/}
360	flowingdata	In search of food deserts	http://massvis.mit.edu/	{'id':360,'eg_title':In search of food deserts,'eg_source':flowingdata,'eg_link':http://massvis.mit.edu/}
